title,url,metadata,content,section
Yom Kippur,https://www.eatright.org/food/cultural-cuisines-and-traditions/holidays-and-celebrations/yom-kippur,"Author:Melissa Altman-Traub, MS, RDN, LDN
Published:September 20, 2023","Yom Kippur, known as the Day of Atonement, is a very important holiday in Judaism. Occurring on the tenth day of the month ofTishrei(orTishri) in the Hebrew calendar, Yom Kippur falls between mid-September to mid-October. The High Holy Days (also called the Days of Awe) start with Rosh Hashanah (the Jewish New Year), which is celebrated on the first and second day of Tishrei, and end with Yom Kippur. As with all Jewish holidays, they begin at sundown the night before.

Holiday Traditions

Those who observe Yom Kippur practicet’shuvah, or repentance, during this time. According to Jewish rabbinical teachings, at Rosh Hashanah, the Books of Life of the righteous, the wicked and those in between are opened — and God decides on which book people are listed by Yom Kippur.

Since Yom Kippur is a serious time for self-reflection, it would not be appropriate to say, “Happy Yom Kippur” or “Happy Holidays.” A wish for a good or meaningful holiday is more appropriate, org’mar chatima tovah, which means “may you be written in the Book of Life for good.” “Have an easy fast” is another considerate wish.TheKol Nidreis chanted in synagogues on the night Yom Kippur begins. This means “all vows” and the service includes the annulment of vows made to God that were not kept in the past year. People request forgiveness from God. They also may take this time to seek reconciliation with others by asking forgiveness from people they may have harmed during the year, and grant forgiveness to one another.

Synagogue services last the full day of Yom Kippur with an afternoon break. As the focus is on spirituality, practicing Jews traditionally abstain from working; brushing teeth; wearing jewelry, makeup or leather shoes; bathing; eating and drinking; and sexual relations, as outlined in Leviticus and Numbers. This allows for focus on the meaning of the holiday. People may wear white to represent purity and the resemblance to the Orthodox Jewish burial shroud.

Remembering family members who have passed away is part of Yom Kippur. It is common to visit their graves before the holiday. People recite a memorial prayer and light yahrzeit candles before sundown to burn for the holiday. Contributions to charity, calledtzedakah, are made. The end of Yom Kippur is marked with a long blast from theshofar, a ram’s horn, after which people go home to eat as an end to the fast.

Fasting for Yom Kippur

The fast includes abstaining from all food and drink and lasts from before sunset on the evening before Yom Kippur until after sunset on Yom Kippur, which is 25 hours. Adolescents may start fasting at different ages in various congregations and countries; however, those younger than 9 are discouraged from fasting.

Judaism has the principle ofpikuah nefesh— saving a life — so there are exceptions for people with medical concerns. Pregnant individuals and those recently postpartum are exempt, as well as those with health conditions. For example, people with diabetes and other diseases that would be impacted by fasting should discuss their medications and fasting with their physician and registered dietitian nutritionist to determine a safe plan before the holiday. People who are permitted to eat or drink often choose to have very little when observing Yom Kippur.

In preparation for the fast, it is recommended to drink enough water the day before the fast and to limit salty or spicy foods that can result in uncomfortable thirst. People who usually consume caffeine may want to gradually cut back ahead of time for an easier adjustment during the fast.

The dinner before the fast, called theseuda mafseket, may be a light meal for some families or a large meal for others. Typical foods include chicken, fish, dumplings (kreplach), and a round challah (bread made with eggs) that contains raisins and is dipped in honey.

To break the fast, families typically gather and enjoy a variety of foods based on their family’s culture and heritage. Among the Ashkenazi (descendants of Eastern Europe) community, favorites include bagels, lox, herring and other smoked fish, cream cheese, tuna salad, egg salad, kugel (a baked noodle pudding) and challah — all of which can be prepared before Yom Kippur starts. Another option is a hearty meal with meats cooked ahead of time that are reheated. For dessert, cookies, fresh fruit, rugelach (a rich cookie made with layered flaky dough, cream cheese and filling),babka(a yeast raised sweet bread often containing chocolate or cinnamon), honey cake or sponge cake may be served.

In the Sephardic community (originally from Spain and Mediterranean regions), families may break the fast by drinking water and having a date or small snack, such as Iranianfaloodeh, made with grated apples, sugar, rosewater and water. A larger meal with meats, chicken or fish would be served a little later. The recipes served vary widely among different countries; for example,harirais a Moroccan soup that may include meat or be vegetarian with chickpeas, lentils, rice, vegetables, tomatoes and spices. If the meal contains dairy foods,zom, which is a warm yogurt soup from Yemen, may be served with challah andschug(a sauce with herbs, garlic and olive oil).",cultural-cuisines-and-traditions
Maximize Food Safety in a Mini-Fridge,https://www.eatright.org/food/home-food-safety/safe-food-storage/maximize-food-safety-in-a-mini-fridge,"Contributors:Esther Ellis, MS, RDN, LDNPublished:August 04, 2021Reviewed:August 23, 2021
Published:August 04, 2021Reviewed:August 23, 2021
Reviewed:August 23, 2021","College is a busy time full of new experiences. Many students may live in a dorm and use a dorm-size ""mini-fridge,"" which hardly compares to the large, fully stocked fridge at home. Even though a mini fridge may be small, the same food safety principles apply.

Tips for College Students: The Refrigerator

Whether you’re using a mini-fridge or a full-sized one, follow these tips and remember to refrigerate foods quickly to slow the growth of bacteria and reduce your risk of food poisoning.

The refrigerator temperature should be at 40°F or below and the freezer should be kept at 0°F or lower.

While refrigerator size may vary, it's important to not over pack the refrigerator as cool air needs to circulate to keep food safe.

Keep the refrigerator closed as much as possible and don't store perishable foods like milk and eggs in the door, place them towards the center of the refrigerator instead.

Refrigerate all perishables including leftovers within two hours (one hour if it is over 90°F outside).

Store foods in containers or wrap them well to prevent moisture loss or absorption of odors.

Maintain a clean refrigerator and discard foods that are molding or have been kept too long.  As a general rule, leftovers should be consumed within three to four days.",home-food-safety
Different Kinds of Lettuces and Greens,https://www.eatright.org/food/food-groups/vegetables/different-kinds-of-lettuces-and-greens,"Published:January 11, 2021
Reviewed:June 23, 2023","Lettuce, a type of leafy green, is among the more commonly eaten veggies in the United States. Leafy greens can be either dark or light in color and include types such as spinach, romaine, kale, escarole, and endive. Mesclun, a mix of young salad greens, offers a variety of different types, such as arugula, frisée and radicchio, but the exact mix might vary.

Dark leafy greens offer plenty of the antioxidant beta-carotene, which helps to form vitamin A in the body and may help lower the risk for certain diseases. Some greens deliver folate, potassium and dietary fiber, too. Greens can supply lutein, which contributes to good vision and may help protect your eyes from macular degeneration, and they provide vitamin K, which plays a role in blood clotting and bone health.

A small addition of fat can help with the absorption of certain nutrients. Check the Nutrition Fact Label or choose dressings made with oils more often, because they provide unsaturated fat, which is considered to be healthier than cream-based dressings.

Perk up your salad-making with more flavor, color and texture by mixing in different greens.

For a peppery flavor try arugula or watercress.

For leaves that aren't green try red-and-white radicchio.

For flavor with a ""bite"" try chicory or escarole.

For a mild flavor and delicate green color try mâche, Boston or Bibb lettuce.

For a deep-green color try spinach.

For a crisp texture try romaine

Many leafy greens, such as spinach, kale and collard greens, also are well suited for cooking. Try sautéing them in a little oil, then season with spices, such as garlic and just a little salt and pepper. When cooked, greens can shrink down by half, so this is important to consider when planning meals.

Greens also can be added to soups, stews, casseroles and other dishes. For example, baby spinach leaves add a nice flavor and color when folded into an omelet. They also can be added toward the end when making a homemade soup. Kale can be baked into chips, which makes for a great tasting, healthy snack.

Look for different types of leafy greens at your local grocery store or farmers market. Keep them refrigerated and be sure to wash and dry the leaves thoroughly before using. Enjoy within a few days, as the leaves are likely to wilt or spoil if stored beyond that time frame.",food-groups
Essential Kitchen Tools for Beginner Cooks,https://www.eatright.org/food/food-preparation/kitchen-tools/essential-kitchen-tools-for-beginner-cooks,"Contributors:Sharon Salomon, MS, RD and Sarah Klemm, RDN, CD, LDN
Published:December 18, 2019
Reviewed:June 27, 2022","Walk into a kitchen supply store and you'll encounter a vast collection of gadgets and goodies. But what kitchen tools do you need if you're a beginner home cook? This collection of cooking essentials for your kitchen is a great starting place to help you prepare healthful and delicious meals at home.

Mixing bowls:Look for bowls in various sizes. Bowls that stack into each other are great if you’re low on space.

Strainer:A strainer is perfect for draining pasta, washing fruits and vegetables, and for sorting and rinsing legumes such as lentils and beans. Strainers also can be used in place of salad spinners to dry lettuce and other leafy green vegetables.

Knives and vegetable peelers:Start with a paring knife, small and medium chef's or Santoku knives, and a serrated knife. Don't forget to buy a sharpener. A vegetable peeler can make removing the skin of produce easier.

Several cutting boards:Whether they are wooden, bamboo or plastic is less important than keeping them clean and dry. Use separate boards for raw meats and produce to prevent cross-contamination.

Wooden spoons:Wooden spoons are great choices because they don't transfer heat and they won't scratch the surface of pans. Plus, they are inexpensive.

A small and large whisk:Contrary to common belief, whisking some ingredients with a fork won't incorporate enough air. Use a small whisk for vinaigrettes and dressings, and a large one for aerating flour and beating eggs.

Heat-resistant spatula:Any spatula may be used to clean out a bowl, but not all are appropriate for hot pans.

Long tongs:Keep hands safe by using tongs to lift or turn foods when cooking over heat or reaching into an oven.

Grater:You can use a grater for cheese, garlic, ginger or citrus fruit zest.

Measuring cups and spoons:Liquids measure differently than solids like flour, so it’s helpful to include both dry and liquid measuring cups in your collection. Liquid volume measuring cups should be clear so you can see the measurement lines, and glass have the added benefit of handling hot temperatures without bending or warping like some plastics. Measuring spoons are also helpful for ingredients like baking powder, baking soda, extracts and spices.

Basic pots and pans:Everyone has their personal preferences when it comes to cookware, but instead of buying a large, expensive set to start, purchase individual pans as you need them. Perhaps begin with a pair of large and small sauté pans, a soup pot, a sauce pan and a Dutch oven — a type that can be used on the stove or in an oven.

Food Thermometer: When you’re keeping food safety in mind, a food thermometer is the only way to make sure foods have been cooked to the appropriate internal temperature.

Kitchen scale:While not necessary for cooking, it can help you familiarize yourself with amounts. Also, some recipes call for ounces instead of a cup measure.",food-preparation
Summer Is Time for Kids to Try New Foods,https://www.eatright.org/food/food-preparation/seasonal-foods/summer-is-time-for-kids-to-try-new-foods,"Contributors:Jessica Cording, MS, RD, CDNPublished:August 19, 2020Reviewed:May 17, 2023
Published:August 19, 2020Reviewed:May 17, 2023
Reviewed:May 17, 2023","Summer brings a seasonal abundance of delicious new foods and is the perfect time to introduce new fresh fruits and vegetables to the entire family.

Try these four summer produce superstars:

Berries

Berries such as strawberries, blueberries, raspberries and blackberries provide vitamin C and antioxidants that can support kids' immune systems and overall health. They're also a good source of dietary fiber — with raspberries leading the way at 8 grams of fiber per 1-cup serving.

Avocados

Do your kids resist fruits and vegetables? Give buttery avocados a try. Avocados can be added to tacos, as a spread on grilled cheese sandwiches or with some eggs and fruit in the morning. They contain heart-healthy monounsaturated fat as well as fiber, vitamin E and potassium.

Tomatoes

While your family might enjoy debating if tomatoes are a vegetable or fruit, this superstar provides dietary fiber, vitamins A and C, potassium and other important vitamins and minerals. Available in a variety of colors and sizes, their naturally high water content makes tomatoes a hydrating choice. Slice tomatoes and serve with a little olive oil, basil, salt and pepper; add them to sandwiches; or, chop them up and toss them into salads and pasta dishes. Another fun idea: Have your kids help you make fresh salsa.

Watermelons

Nothing says summer like a fresh slice of watermelon. This summer favorite is easy to eat and tastes great. With one of the highest water contents of any food, it's great for keeping kids hydrated on scorching days. It's also a good source of vitamin C and is packed with lycopene. Watch out for seeds, which could be a potential choking hazard for young children.

Serve watermelon wedges for dessert or cut into cubes and mix into a fruit salad. Try putting watermelon chunks in a blender with ice, lime juice and honey for a refreshing slushy drink kids will love.",food-preparation
"For Tops in Nutrition, Shop Farmers Market",https://www.eatright.org/food/planning/smart-shopping/for-tops-in-nutrition-shop-farmers-market,"Contributors:Sarah Klemm, RDN, CD, LDN
Published:June 23, 2020
Reviewed:July 19, 2023","What's your biggest obstacle to healthful eating? Perhaps you think fruits and vegetables are too expensive or just don't like the way they taste. Your local farmers markets can help you overcome these barriers.

Food at the farmers market can be more affordable and is often locally grown and naturally ripened. Taste is a key deciding factor in our food choices and delicious, fresh produce can help us eat the recommended amounts of fruits and vegetables.

Talk to the Farmer

Farmers markets are wonderful places to find your favorite summer foods such as tomatoes, berries, beets and herbs, but market-goers will find joy in discovering new foods as well. And when you encounter a new fruit variety or heirloom vegetable you've never seen before, you're in the right place to find out more about it — you can ask the farmer who grew it! They will likely have recommendations on preparing and serving the food, too.

Talking to the farmers also is a great idea if your goal is to buy locally or organically grown foods. Some farmers say they use organic methods, but choose not to submit to the process required to legally use the term; some farmers use a mixture of organic and conventional methods; some farmers make absolutely no claim to being organic; and some small organic farmers are permitted to call themselves ""organic"" but are not ""certified organic."" If these are important factors to you, be sure to ask farmers how they grow their food.

What's in Season?

To find your local markets and learn what your local farmers are harvesting right now, consider using websites such asLocalHarvest.organdLocal Food Directories. Even experienced farmers market patrons will benefit from these resources.

How to Shop

While many markets have sellers offering items such as free-range eggs, fresh breads and pastries, local honey, grass-fed beef and fresh-cut flowers, be sure to stock up on produce. Also, be mindful of food safety and pay attention to the vendors' food safety practices as you shop. For example, all meat and dairy products should be in a cooler with ice.",planning
What Are Chia Seeds?,https://www.eatright.org/food/food-groups/fats/what-are-chia-seeds,"Contributors:Sarah Klemm, RDN, CD, LDNReviewers:Academy Staff RDNsPublished:January 25, 2021Reviewed:July 18, 2024
Reviewers:Academy Staff RDNsPublished:January 25, 2021Reviewed:July 18, 2024
Published:January 25, 2021Reviewed:July 18, 2024
Reviewed:July 18, 2024","When you hear ""chia,"" your first thought may be of the green ""hair"" of the collectible clay figurines. But did you know chia seeds also can be a healthful addition to your diet?

Chia seeds come from the desert plantSalvia hispanica, a member of the mint family.Salvia hispanicaseeds are often sold under the common name ""chia"" as well as several trademarked names. Its origin is believed to be in Central America where the seed was a staple in the ancient Aztec diet. The seeds of a related plant,Salvia columbariae(golden chia), were used primarily by Native Americans in the southwestern United States.

Chia seeds have gained attention as an excellent source of omega-3 fatty acid. They also are an excellent source of dietary fiber, with 10 grams per ounce (about 2 tablespoons), and contain protein and minerals including iron, calcium, magnesium and zinc.

Emerging research suggests that including chia seeds as part of a healthful eating style may help improve cardiovascular risk factors such as lowering cholesterol, triglycerides and blood pressure. However, there are not many published studies on the health benefits of eating chia seeds and much of the available information is based on animal studies or human studies with a small number of research participants.

How to Eat Chia Seeds

Chia seeds can be eaten raw or prepared in a number of dishes. Sprinkle ground or whole chia seeds on cereal, rice, yogurt or vegetables. In Mexico, a drink called chia fresco is made by soaking chia seeds in fruit juice or water. Chia seeds are very absorbent and develop a gelatinous texture when soaked in water, making it easy to mix them into cooked cereal or other dishes.

The seeds are not the only important part of the chia plant; the sprouts also are edible. Try adding them to salads, sandwiches and other dishes.",food-groups
Food Safety Tips to Host a Winning Tailgate,https://www.eatright.org/food/planning/away-from-home/food-safety-tips-to-host-a-winning-tailgate,"Reviewers:Academy Staff RDNs
Published:June 23, 2020
Reviewed:March 13, 2025","Whether it’s football or baseball season, tailgating is a beloved tradition. Apply these tips to your next tailgate and keep them handy throughout the year to defend all your pre- and post-game gatherings from food poisoning.

Wash

Wash handsbefore, during and after preparing food for a tailgate. Try singing your favorite team's fight song while lathering with soap and water for at least 20 seconds.

Be sure to pack moist towelettes or hand sanitizer  for guests to clean up before digging in.

Separate

Alwaysdefrost meatsin the refrigerator   — never at the tailgate. Marinate meat in the refrigerator and don't reuse the marinade unless you boil it before using it again.

For the trip to the tailgate, tightly seal raw meat in plastic wrap to prevent juices from contaminating other food items. Store meat products in one cooler and additional foods in another, if possible.

Keep raw meats, poultry, seafood and eggs separatefrom ready-to-eat foods. Pack extra plates and utensils to help prevent cross-contamination. Consider using color-coded utensils and plates, so they don’t get mixed up when working with certain foods. Use one set for raw meat products and another for cooked and ready-to-eat foods.

Cook

Cook toproper internal temperatures. A food thermometer is the only reliable way to ensure foods are safe to eat.

Tailgating favorites such as hamburgers and bratwursts should be cooked to at least 160°F and chicken breasts need to be cooked to 165°F.

Refrigerate

Pack foodin a well-insulated cooler with plenty of ice or icepacks to keep the temperature below 40°F. Always keep a refrigerator thermometer inside the cooler to monitor the temperature.

In cool-weather climates, transport coolers in your trunk rather than in a heated car — the cold temperature outside will help keep food chilled. For warmer climates, do the opposite. Transport coolers in the backseat of your air-conditioned car instead of the hot trunk, especially for long road trips.

Throw away perishable tailgate items before entering the game. Foods should not be left unrefrigerated for more than two hours. In hot weather (90°F or above), this time is reduced to one hour.

Don't forget that carryout and/or pre-prepared foods also are susceptible to food poisoning.

After the game, serve and eat only non-perishable foods unless foods packed in the cooler remained at 40°F or below.",planning
New Holiday Traditions,https://www.eatright.org/food/cultural-cuisines-and-traditions/holidays-and-celebrations/new-holiday-traditions,"Contributors:Esther Ellis, MS, RDN, LDNReviewers:Academy Staff RDNsPublished:November 20, 2020Reviewed:September 29, 2023
Reviewers:Academy Staff RDNsPublished:November 20, 2020Reviewed:September 29, 2023
Published:November 20, 2020Reviewed:September 29, 2023
Reviewed:September 29, 2023","The holidays are a time that tends to be full of traditions. This year, make food safety part of the tradition by looking at old habits and replacing them with these simple home food safety tips!

Reckless Thawing

Old Habit:Thawing frozen turkey or other meats on the kitchen counter or under hot water in the kitchen sink.

New Tradition:To prevent the spread of harmful bacteria, frozen meats and poultry should be thawed in a refrigerator set at or below 40°F. If pressed for time, you can thaw a wrapped frozen turkey in a sink filled with cold tap water, making sure to change the water every 30 minutes.  Depending on the size of the turkey, it may be defrosted in the microwave, but check the owner's manual for your machine and be prepared to cook it right after thawing. A frozen turkey also can be cooked in the oven to its safe, minimum internal temperature of 165°F, but it will take longer to cook than if it is thawed first.

Holding Out on Hot Stuff

Old Habit:When preparing a cooked dish that needs to chill (for storage or serving purposes), waiting until foods cool before putting them in the refrigerator.

New Tradition:To ensure the freshness and safety of your freshly cooked foods, place them promptly in the refrigerator after cooking.  Using shallow containers will allow them to cool more quickly.

Covered Dish Delivery

Old Habit:For holiday festivities with family and friends that require travel, bringing dishes to share on long car rides.

New Tradition:Pay close attention to how much time your prepared dish will be out of the refrigerator or oven.  A cold dish can be packed in a cooler with ice packs to keep it cold while traveling.  Hot dishes can be transported in an insulated bag that is intended to keep foods hot or covered with foil and insulated with towels. Cold dishes should be kept below 40°F and hot dishes above 140°F. If the dish is outside these temperature zones for two hours or more, it should be discarded.

Rocking the Gravy Boat

Old Habit:Forgetting to bring gravy to a boil before serving it with leftovers.

New Tradition:In order to eliminate harmful bacteria, always bring leftover gravy to a boil on the stove before serving it a second time.  Any leftover gravy should be used within three to four days.

Festive Floor-Grazing

Old Habit:Abiding by the ""five-second-rule"" to determine how long food is safe to eat after it falls on the floor.

New Tradition:Tragic as it may be when a holiday treat topples to the ground, it's never a good idea to eat it. In the spirit of ""out with the old, in with the new,"" toss it.",cultural-cuisines-and-traditions
4 Simple Steps to Keep Food Safe,https://www.eatright.org/food/home-food-safety/safe-food-storage/4-simple-steps-keep-food-safe,"Contributors:Jill Kohn, MS, RDN, LDN and Sarah Klemm, RDN, CD, LDNPublished:April 09, 2021Reviewed:June 29, 2023
Published:April 09, 2021Reviewed:June 29, 2023
Reviewed:June 29, 2023","Preventing cross-contamination is an important way to reduce the spread and growth of bacteria. It occurs when juices from raw meats or germs from unclean objects touch cooked or ready-to-eat foods. By following a few simple steps as you shop, store, cook, and transport foods, you can greatly reduce your risk of food poisoning.

Step 1: Shop Safe

Wrap raw meat, poultry and seafood in plastic bags from the produce department to prevent juices from leaking onto other foods, and choose packaging that is well sealed and not leaking.

Separate fresh or frozen raw meat, poultry, seafood and eggs from produce and ready-to-eat foods in your shopping cart.

To transport groceries, pack meats, seafood, poultry and eggs in plastic bags before placing in a different shopping bag or tote than other foods. While you're at it, pack frozen and refrigerated foods separately from room temperature foods. This helps keep cold foods chilled until you get home, and it simplifies unpacking too.

Step 2: Store Safe

When storing perishable foods, refrigerate or freeze groceries right away.

Prevent juices from meat, poultry and seafood from leaking onto other foods by storing them on the bottom shelf of your refrigerator in individual plastic bags or in their own containers.

Keep eggs in their original disposable carton on the shelves, instead of in the refrigerator door.

Store perishable fruits and vegetables in individual plastic bags in the produce drawer. This keeps them safe from yeast, mold and microbes that may lurk in the drawer.

Store reusable totes in a clean, dry location and wash frequently with hot, soapy water or in the washing machine. Avoid leaving reusable totes in the trunk of a vehicle.

Step 3: Prepare Safe

Wash your hands with soap and water for at least 20 seconds before preparing food. And wash them again before and after handling raw meats and foods, as well as between tasks.

Raw meats, poultry and seafood should not be washed before cooking.

Be aware of the tools used during cooking — never use the same knife for raw meat, poultry or seafood to chop produce or ready-to-eat foods. Also, use one utensil to taste and a different one to prepare food.

Investing in two different cutting boards, one for produce and one for raw meat, poultry and seafood can go a long way in preventing cross-contamination in your kitchen. Since grooves from old cutting boards can harbor bacteria, replace cutting boards as soon as they become worn.

Wash all produce under running water before using. Soaps and other cleansers are not recommended for fruits and vegetables. Dry off any unused, washed produce before putting it into clean storage containers, not back into the original ones.

Marinate raw meat, chicken or fish in the refrigerator, not on the counter. If you want to brush marinade on cooked meat, set a small amount of the marinade aside before you add it to the raw meat. Then later, when you brush it on use a fresh, clean brush. Leftover marinades from grilled meat, chicken or fish can be swimming with bacteria, so they should be boiled before reusing or thrown out.

Wash plates between uses or use separate plates: one for holding raw meat, poultry or seafood and another for cooked foods.

Stirring spoons, serving forks, slicing knives and plates used to hold raw food can be coated with bacteria. Be sure to replace or wash soiled utensils and plates as soon as they come into contact with raw food, and always serve cooked food on a clean plate.

Keep dishcloths, counters and other surfaces clean.

Step 4: Transport Safe

Sanitize coolers before using and wash reusable bags that will be used to transport food.

Lunch boxes and bento boxes can harbor bacteria, too. Keep them clean by washing them with warm, soapy water after each use.

Keep foods at the proper temperature by using thermal containers and cold packs.

Play it safe — to reduce the risk for food poisoning, separate raw meat, poultry, fish and eggs from ready-to-eat foods and follow the above steps for handling food properly.",home-food-safety
White Whole-Wheat Flour: Tasty and Nutritious,https://www.eatright.org/food/food-groups/grains/white-whole-wheat-flour-tasty-and-nutritious,"Contributors:Nour Zibdeh, MS, RD, CLTReviewers:Academy Staff RDNsPublished:February 13, 2018Reviewed:May 10, 2024
Reviewers:Academy Staff RDNsPublished:February 13, 2018Reviewed:May 10, 2024
Published:February 13, 2018Reviewed:May 10, 2024
Reviewed:May 10, 2024","Do your kids turn up their noses when you try to get them to eat bread or other foods made with whole wheat? Then you probably haven't tried white whole-wheat flour!

If you’ve never heard of white whole-wheat flour, you’re not alone. Many people don’t know about this kid-friendly ingredient. The term ""white"" refers to the type and color of the kernels. Instead of a brown outer shell, the outer shell of these kernels is white. And, you make white whole-wheat flour from these white-colored wheat kernels.

Both white whole-wheat flour and whole-wheat flour are whole grains. Red wheat kernels milled with the bran are what most Americans think of as whole-wheat flour. The bran has a dark color, heavy texture and a flavor that some don’t like. Traditional white flour, called refined all-purpose flour, also is made from red wheat kernels. However, there is no bran in this refined flour. Therefore, it is not a whole grain.

In the Kitchen

TheDietary Guidelines for Americansrecommend that people eat more whole grains. And, many think their only choice is whole-wheat flour. While this type of flour is full of nutrients, it's not a favorite for baking, as it makes baked goods heavy. To get around this, recipes often mix whole-wheat flour with refined all-purpose flour. But, the final baked product won't be 100% whole-grain.

White whole-wheat flour, on the other hand, is lighter in color and texture, milder in flavor and sweeter in taste. Use it in recipes and get the dietary fiber, vitamins and minerals without sacrificing taste. Baked goods made with white whole-wheat flour mimic their refined counterparts in color and texture. It is a terrific way to boost your family's whole grains intake with minimal effort. The milder flavor of white whole wheat may be more acceptable to children, too. Additionally, the sweetness of white whole wheat allows you to use less sugar or other sweeteners when baking.

In the Store

Most mainstream grocery stores sell white whole-wheat flour and products made with this flour. Look for words including “100% whole wheat"" on bread packages and other products touting a whole-grain status. Or, you can look for the Whole Grain Council's ""100% Whole Grain"" stamp. To tell the difference between products made with white whole-wheat flour and those made with regular white flour, look at the ingredients list. Pick items that have whole wheat, not refined or enriched wheat.",food-groups
Cooking with a Microwave,https://www.eatright.org/food/food-preparation/cooking-tips/cooking-with-only-a-microwave,"Contributors:Esther Ellis, MS, RDN, LDN
Reviewers:Academy Staff RDNs
Published:June 23, 2018
Reviewed:November 08, 2024","Do you rely on a microwave for cooking your food?  Read on and learn how to take proper food safety precautions and heat your food to the appropriate temperature.

Use Only Microwave-Safe Containers

Look for cookware that is specially manufactured for use in the microwave oven.

Make sure that glass, ceramic containers and all plastics are labeled as safe for microwave oven use.

Do not use foam trays and plastic wraps because they are not heat stable at high temperatures. Melting or warping may cause harmful chemicals to migrate into food.

Learn Your Microwave's Power or Wattage

Make sure that any electrical equipment in your kitchen, such as air fryers and toaster ovens, do not compete with the current or reduce the electrical wattage of a microwave.

Set the microwave for the maximum time given in the instructions and avoid using an extension cord because power is reduced as it flows down the cord.

Thaw Food Using the Defrost Button on Your Microwave

Remove food from packaging before defrosting.

Cook meat, poultry, egg casseroles and fish immediately after defrosting in the microwave because some areas of the frozen food may begin to cook during the defrosting time.

Reheat and Cook Foods Safely

Avoid microwaving food in original packaging (unless it specifically says microwave-safe) because chemicals from these products may migrate to the food.

Microwave frozen meals according to package directions so they reach the proper internal temperature.

Cut food for microwaving into same-size pieces to ensure even cooking.

Cover food well to keep it moist, promote even cooking and prevent splatters.

Rotate food for even cooking.

Use a food thermometer to check doneness. Harmful bacteria are destroyed only when food is cooked to proper temperatures.

Let reheated food “stand” after cooking in the microwave oven. Then, use a clean food thermometer to check that food has reached 165°F.",food-preparation
Handwashing Basics and Tips,https://www.eatright.org/food/home-food-safety/cleaning-tips/hand-washing,"Reviewers:Academy Staff RDNsPublished:December 04, 2020Reviewed:March 13, 2025
Published:December 04, 2020Reviewed:March 13, 2025
Reviewed:March 13, 2025","Proper handwashing has the power to reduce food poisoning and significantly reduce the spread of the common cold, flu and other viruses. Help keep yourself and those around you healthy with some tips on scrubbing up.

How to Wash Your Hands

Wet hands with clean, running water and apply soap. Water can be warm or cold. Make sure to wash your hands front and back, up to your wrists, between fingers and under fingernails.

Take at least 20 seconds to wash your hands — about the time it takes to sing two choruses of ""Happy Birthday.""

Dry hands with disposable paper towels, clean cloth towels or air dry.

When to Wash Your Hands

Always wash hands before handling, preparing or eating food, including when feeding others.

Hands also should be washed after you:

Prepare or handle raw foods such as poultry or other meats and seafood

Switch food preparation tasks, such as working with raw meat then cutting vegetables

Handle egg products

Use the restroom

Handle garbage or dirty dishes

Other situations that indicate hands should be washed include:

Changing a diaper

Coughing or sneezing

Smoking

Touching animals or other people

Touching your hair or body or any open cuts or sores

Using the phone

Handling dirty laundry",home-food-safety
Veggies for Breakfast? Yes!,https://www.eatright.org/food/planning/meals-and-snacks/veggies-for-breakfast-yes,"Contributors:Esther Ellis, MS, RDN, LDN
Published:January 14, 2020
Reviewed:January 06, 2023","Fruit fits easily into breakfast, but vegetables can be a challenge. Here are some tips to help you wake up your  fruit and vegetable appetite:

Stir things up.For a quick breakfast, add raisins or chopped dates to instant oatmeal, or stir blueberries, strawberries or sliced banana into whole-grain cereal with fat-free milk.

Get scrambling!Add fresh or frozen chopped spinach, mushrooms and diced tomatoes to scrambled eggs or omelets. Really, any veggies will work!

Make a breakfast sandwich.Top a whole-wheat English muffin with either reduced-fat peanut butter and banana slices, or go savory with hummus, sliced cucumbers, tomato and fresh spinach.

Batter up.Add grated carrots or zucchini to pancake, quick bread or muffin batter.

Drink your produce.Whirl carrots and fresh orange juice in a blender for a refreshing breakfast beverage.

Say ""Olé!""Make a breakfast burrito by wrapping low-fat cheddar cheese, scrambled eggs and diced bell peppers in a whole-wheat tortilla. You also can make a vegetable-and-cheese quesadilla in a nonstick pan with a scant amount of canola oil.

Pick a fruit pizza.Spread reduced-fat dinner rolls in a pizza pan and bake. Top the pizza with orange sections or slices of kiwi, apples or strawberries and drizzle fat-free vanilla yogurt over the top.

Make a quick white or sweet potato hash.Grate the potatoes — they cook faster that way. Place the potatoes in a glass bowl and microwave about three minutes or until hot; drain any juice. Heat a skillet or frying pan on the stove and then stir-fry the potatoes with a teaspoon of olive oil until crispy.

Make it savory.While fruit is more commonly added to oatmeal, switch it up by adding sauteed vegetables such as mushrooms or onions to unsweetened instant oatmeal for a savory twist. Sprinkle it with cheese for added flavor.",planning
